label,total_events,evt_epoll_wait,evt_switch,evt_select,evt_wait4,evt_times,evt_accept,evt_futex,evt_getsockname,evt_fcntl,evt_read,evt_stat,evt_openat,evt_mmap,evt_munmap,evt_madvise,evt_writev,evt_write,evt_close,evt_epoll_ctl,evt_clone,evt_set_robust_list,evt_mprotect,evt_sigaltstack,evt_rt_sigprocmask,evt_gettid,evt_nanosleep,evt_getpid,evt_tgkill,evt_epoll_pwait,evt_signaldeliver,evt_procexit,evt_execve,evt_brk,evt_access,evt_fstat,evt_arch_prctl,evt_getuid,evt_getgid,evt_geteuid,evt_getegid,evt_sysinfo,evt_rt_sigaction,evt_uname,evt_getcwd,evt_getppid,evt_socket,evt_connect,evt_lseek,evt_getpgrp,evt_prlimit,evt_getpeername,evt_pipe,evt_dup,evt_set_tid_address,evt_statfs,evt_exit_group,evt_rt_sigreturn,evt_fadvise64,evt_umask,evt_fchmodat,evt_ioctl,evt_newfstatat,evt_unlinkat,evt_shutdown,evt_sched_yield,evt_lstat,evt_lgetxattr,evt_getxattr,evt_getdents64,evt_poll,evt_pselect6,evt_mkdir,evt_readlink,evt_rename,evt_chmod,evt_unlink,evt_symlink,evt_getrandom,evt_sendmmsg,evt_recvfrom,evt_exit,evt_setsockopt,evt_getsockopt,evt_sendto,evt_link,evt_chdir,evt_setitimer,evt_sched_getaffinity,evt_readlinkat,evt_epoll_create1,evt_capget,evt_getpgid,evt_rt_sigsuspend,evt_kill,evt_alarm,evt_setgid,evt_chown,evt_getgroups,evt_setgroups,evt_setresgid,evt_setresuid,evt_prctl,evt_getresuid,evt_getresgid,evt_clock_gettime,evt_bind,evt_recvmsg,evt_lchown,evt_faccessat,evt_utimensat,evt_fstatfs,evt_fchdir,evt_flistxattr,evt_fgetxattr,evt_fsetxattr,evt_mremap,evt_setpgid,evt_timer_create,evt_timer_settime,evt_setuid,evt_mknod,evt_mount,evt_umount,evt_finit_module
1,18575,4992,660,60,138,322,70,1138,42,144,842,658,1222,1538,378,120,262,326,1358,592,91,46,322,80,240,40,398,50,10,8,42,45,46,238,144,862,50,102,102,110,102,8,262,8,8,14,16,16,10,8,14,8,12,54,6,12,25,22,22,6,6,2,2,2,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10909,1040,583,60,92,344,108,1122,54,128,794,476,752,892,334,122,284,326,822,662,40,22,154,36,128,18,206,24,4,4,18,20,20,110,74,410,22,54,54,58,54,4,134,4,4,6,16,16,12,4,8,4,4,18,4,8,11,9,8,2,2,6,2,2,50,2,22,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16129,2376,728,60,138,322,72,1106,42,144,840,658,1222,1538,382,120,262,324,1358,592,91,46,322,80,240,40,546,44,4,6,41,45,46,238,144,862,50,102,102,110,102,8,262,8,8,14,16,16,10,8,14,8,12,54,6,12,25,21,22,6,6,2,2,2,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15576,1806,622,58,134,316,58,1028,40,140,866,654,1286,1612,370,118,258,346,1404,576,86,44,342,68,234,34,352,42,2,4,38,42,46,238,148,910,50,102,102,110,102,8,270,8,8,14,32,32,22,8,18,8,12,54,10,20,25,21,18,6,6,10,2,2,40,4,32,32,58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16342,1326,767,60,138,384,138,1380,72,204,1032,720,1278,1598,438,126,324,392,1442,786,91,46,322,80,240,40,364,42,2,8,42,45,46,238,144,862,50,102,102,110,102,8,262,8,8,14,16,16,10,8,14,8,12,54,6,12,25,22,22,6,6,2,2,2,72,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14752,1010,683,58,136,332,78,1116,42,144,868,670,1234,1564,386,122,274,336,1372,618,89,46,320,80,236,40,412,44,4,6,42,45,46,238,144,862,50,102,102,110,102,8,262,8,8,14,16,16,10,8,14,8,12,54,6,12,25,22,22,6,6,2,2,2,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10407,122,462,58,136,144,22,420,14,88,466,478,1046,1362,202,40,86,174,1158,196,91,46,322,80,240,40,460,44,4,6,41,45,46,238,144,862,50,102,102,110,102,8,262,8,8,14,16,16,10,8,14,8,12,54,6,12,25,21,22,6,6,2,2,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21952,8254,632,60,138,348,50,1166,42,144,922,684,1248,1550,396,124,288,376,1386,646,84,36,310,60,226,30,294,40,0,4,36,40,46,238,144,862,50,102,102,110,102,8,262,8,8,14,16,16,10,8,14,8,12,54,6,12,25,21,22,6,6,2,2,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14529,3192,563,58,114,332,74,1150,42,124,806,556,972,1190,360,122,274,328,1074,618,63,32,228,56,178,28,176,34,4,4,31,32,33,174,104,624,36,74,74,80,74,6,196,6,6,10,12,12,8,6,10,6,8,36,4,8,18,17,16,4,4,2,2,2,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23092,4342,1001,58,134,600,128,1972,78,216,1432,968,1536,1862,662,232,542,628,1672,1120,91,48,336,80,242,40,388,44,4,8,41,45,46,238,154,886,50,110,110,118,110,8,266,8,8,14,24,24,16,8,16,8,12,54,8,16,25,21,20,6,6,6,2,2,42,0,24,24,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10467,1226,548,60,94,334,68,1128,42,104,734,442,710,840,326,122,274,310,776,618,41,22,142,40,128,20,166,22,2,4,19,21,20,110,64,386,22,46,46,50,46,4,130,4,4,6,8,8,6,4,6,4,4,18,2,4,11,9,10,2,2,2,2,2,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17312,2264,779,58,136,366,104,1286,54,168,992,728,1300,1626,426,126,308,400,1446,714,91,48,336,80,242,40,490,44,4,2,41,45,46,238,154,886,50,110,110,118,110,8,266,8,8,14,24,24,16,8,16,8,12,54,8,16,25,21,20,6,6,6,2,2,54,0,38,24,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10257,796,532,58,92,346,68,1174,42,104,758,456,724,878,340,124,288,320,790,646,41,22,142,40,128,20,174,22,2,4,19,21,20,110,64,386,22,46,46,50,46,4,130,4,4,6,8,8,6,4,6,4,4,18,2,4,11,9,10,2,2,2,2,2,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14570,1674,516,58,134,320,66,1020,42,144,842,658,1222,1516,362,120,262,326,1358,592,80,32,304,52,218,26,174,40,0,4,34,38,46,238,144,862,50,102,102,110,102,8,262,8,8,14,16,16,10,8,14,8,12,54,6,12,25,21,22,6,6,2,2,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16541,6268,563,60,92,356,90,1160,52,124,840,464,798,948,354,124,296,360,864,684,42,28,172,44,134,22,172,20,0,4,20,22,20,110,68,434,22,46,46,50,46,4,138,4,4,6,24,24,18,4,10,4,4,18,6,12,11,9,6,2,2,10,2,2,50,4,46,32,58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20501,5652,775,60,138,376,108,1350,62,184,1000,712,1272,1592,426,126,316,386,1428,748,94,48,326,84,246,42,414,44,4,6,42,46,46,238,144,862,50,102,102,110,102,8,262,8,8,14,16,16,10,8,14,8,12,54,6,12,25,21,22,6,6,2,2,2,62,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16275,1992,706,58,136,340,86,1182,52,164,926,702,1274,1592,386,122,282,352,1416,656,87,44,330,72,234,36,416,46,6,4,39,43,46,238,154,886,50,110,110,118,110,8,266,8,8,14,24,24,16,8,16,8,12,54,8,16,25,21,20,6,6,6,2,2,50,0,22,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14704,886,611,60,138,356,100,1226,52,164,934,692,1254,1550,398,124,296,362,1400,684,81,34,306,56,220,28,202,44,4,4,35,39,46,238,144,862,50,102,102,110,102,8,262,8,8,14,16,16,10,8,14,8,12,54,6,12,25,21,22,6,6,2,2,2,50,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11228,3018,337,58,122,158,16,382,14,88,444,444,886,1132,168,42,100,154,1008,224,57,12,240,12,132,6,0,30,0,0,22,24,39,192,120,714,42,84,84,90,84,6,198,6,6,12,12,12,6,6,12,6,12,54,6,12,21,18,18,6,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16925,3096,666,60,138,320,68,1084,42,144,864,680,1254,1580,384,120,260,330,1388,590,91,48,336,80,242,40,408,44,4,6,42,45,46,238,154,886,50,110,110,118,110,8,266,8,8,14,24,24,16,8,16,8,12,54,8,16,25,22,20,6,6,6,2,2,40,0,8,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21493,8716,479,58,130,330,50,1044,38,136,854,668,1232,1514,364,118,272,332,1364,612,74,24,294,36,206,18,86,40,0,2,30,34,46,238,144,862,50,102,102,110,102,8,262,8,8,14,16,16,10,8,14,8,12,54,6,12,25,21,22,6,6,2,2,2,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11149,1304,578,58,92,330,66,1060,42,104,754,464,742,1100,324,122,272,312,806,616,41,24,256,40,130,20,198,24,4,4,20,21,20,110,74,410,22,54,54,58,54,4,134,4,4,6,16,16,12,4,8,4,4,18,4,8,11,10,8,2,2,6,2,2,42,4,8,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10829,1286,590,60,94,340,90,1134,54,128,774,448,714,856,334,122,280,318,792,658,41,22,142,40,128,20,190,20,0,4,19,21,20,110,64,386,22,46,46,50,46,4,130,4,4,6,8,8,6,4,6,4,4,18,2,4,11,9,10,2,2,2,2,2,54,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18851,7992,517,60,126,254,70,824,38,136,676,540,978,1260,292,82,194,246,1122,458,75,36,270,60,168,30,300,32,2,6,33,36,39,192,120,714,42,84,84,90,84,6,198,6,6,12,12,12,6,6,12,6,12,54,6,12,21,18,18,6,6,0,0,0,38,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11955,1852,594,60,92,356,88,1210,52,124,818,488,764,902,350,124,296,338,834,684,41,24,156,40,130,20,212,22,2,4,19,21,20,110,74,410,22,54,54,58,54,4,134,4,4,6,16,16,12,4,8,4,4,18,4,8,11,9,8,2,2,6,2,2,50,0,22,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18686,4952,679,58,136,332,68,1140,42,144,868,670,1234,1550,394,122,274,336,1372,618,91,46,322,80,240,40,394,46,6,6,41,45,46,238,144,862,50,102,102,110,102,8,262,8,8,14,16,16,10,8,14,8,12,54,6,12,25,21,22,6,6,2,2,2,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13375,3514,552,58,92,352,90,1198,52,124,822,486,762,890,338,124,294,340,834,682,35,16,146,24,118,12,124,22,2,0,15,17,20,110,74,410,22,54,54,58,54,4,134,4,4,6,16,16,12,4,8,4,4,18,4,8,11,9,8,2,2,6,2,2,52,0,22,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14602,1272,624,58,136,320,62,1102,42,144,840,658,1222,1524,374,120,262,324,1358,592,84,36,310,60,226,30,358,42,2,6,36,40,46,238,144,862,50,102,102,110,102,8,262,8,8,14,16,16,10,8,14,8,12,54,6,12,25,21,22,6,6,2,2,2,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16459,2306,671,60,138,356,88,1252,52,164,962,692,1254,1568,406,124,296,390,1400,684,90,44,320,76,238,38,298,40,0,4,40,44,46,238,144,862,50,102,102,110,102,8,262,8,8,14,16,16,10,8,14,8,12,54,6,12,25,21,22,6,6,2,2,2,50,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20969,6264,697,58,136,360,106,1292,64,188,994,722,1292,1612,414,122,302,376,1444,726,88,46,332,76,236,38,330,40,0,8,40,44,46,238,154,886,50,110,110,118,110,8,266,8,8,14,24,24,16,8,16,8,12,54,8,16,25,21,20,6,6,6,2,2,64,0,36,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22664,7528,740,60,138,384,130,1356,72,204,1060,744,1312,1628,430,126,324,404,1472,786,86,42,328,68,232,34,296,44,4,6,38,42,46,238,154,886,50,110,110,118,110,8,266,8,8,14,24,24,16,8,16,8,12,54,8,16,25,21,20,6,6,6,2,2,72,2,50,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16420,1902,782,58,136,354,82,1268,54,168,984,692,1254,1572,408,124,296,408,1402,688,92,48,324,84,242,42,446,44,4,6,42,46,46,238,144,862,50,102,102,110,102,8,262,8,8,14,16,16,10,8,14,8,12,54,6,12,25,21,22,6,6,2,2,2,52,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14664,406,719,60,138,356,84,1232,52,164,932,692,1254,1570,410,124,296,360,1400,684,91,46,322,80,240,40,408,42,2,8,41,45,46,238,144,862,50,102,102,110,102,8,262,8,8,14,16,16,10,8,14,8,12,54,6,12,25,21,22,6,6,2,2,2,50,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24903,10826,698,60,138,334,66,1142,42,144,890,694,1268,1590,386,122,274,342,1402,618,89,48,334,80,238,40,426,44,4,4,42,45,46,238,154,886,50,110,110,118,110,8,266,8,8,14,24,24,16,8,16,8,12,54,8,16,25,22,20,6,6,6,2,2,40,2,8,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11032,1766,547,58,92,334,78,1098,42,104,732,444,712,848,326,122,276,310,776,620,39,22,140,40,124,20,214,22,2,4,19,21,20,110,64,386,22,46,46,50,46,4,130,4,4,6,8,8,6,4,6,4,4,18,2,4,11,9,10,2,2,2,2,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10509,1144,573,58,92,334,80,1096,42,104,732,444,712,862,330,122,276,310,776,620,42,24,150,44,130,22,236,22,2,4,20,22,20,110,64,386,22,46,46,50,46,4,130,4,4,6,8,8,6,4,6,4,4,18,2,4,11,9,10,2,2,2,2,2,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
