dport,pkts,bytes,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,proto_arp,proto_icmp,proto_ipv6-icmp,proto_proto,proto_tcp,proto_udp,label_bin
53.0,2.0,470.0,5655.0,0.312893,0.312893,0.0,0.312893,0.312893,0.312893,1.0,1.0,92.0,378.0,3.195981,0.0,0.0,0,0,0,0,0,1,0
80.0,731.0,216376.0,893.0,27.064856,4.479449,1.092502,26.876696,2.036542,4.97102,731.0,0.0,216376.0,0.0,26.972248,26.972248,0.0,0,0,0,0,1,0,0
0.0,2957.0,2101260.0,464.0,61.645988,4.717441,0.925272,61.326729,1.512433,4.997418,2957.0,0.0,2101260.0,0.0,47.951214,47.951214,0.0,0,0,0,0,1,0,0
40850.0,2.0,120.0,190.0,0.0,9e-06,9e-06,1.9e-05,0.0,1.9e-05,2.0,0.0,120.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
80.0,6.0,548.0,256890.0,26.172842,0.148353,0.017358,0.296705,0.130994,0.165711,4.0,2.0,428.0,120.0,0.191038,0.114623,0.038208,0,0,0,0,1,0,1
8883.0,2198.0,489286.0,11.0,1245.839844,3.726927,1.263494,879.55481,0.604781,4.999852,1099.0,1099.0,416752.0,72534.0,1.763469,0.881333,0.881333,0,0,0,0,1,0,0
80.0,1442.0,1350916.0,173.0,20.013941,4.993837,0.004264,19.975349,4.989239,4.998883,1442.0,0.0,1350916.0,0.0,71.999817,71.999817,0.0,0,0,0,0,1,0,0
80.0,1137.0,1097811.0,2798.0,29.875956,4.940692,0.083053,29.644152,4.761105,4.997805,571.0,566.0,541378.0,556433.0,38.023888,19.078888,18.91153,0,0,0,0,0,1,0
80.0,7.0,1078.0,740.0,54.693333,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1078.0,0.0,0.109703,0.109703,0.0,0,0,0,0,1,0,1
53.0,4.0,602.0,19.0,0.284651,0.214808,0.06984,0.429617,0.144969,0.284648,2.0,2.0,164.0,438.0,10.539222,333333.3125,7.159119,0,0,0,0,0,1,0
80.0,4.0,522.0,203619.0,38.859119,0.015765,0.022295,0.047295,0.0,0.047295,3.0,1.0,462.0,60.0,0.077202,0.051468,0.0,0,0,0,0,1,0,1
49154.0,1.0,60.0,9004.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
3456.0,1600.0,1556510.0,1929.0,9.994925,4.991224,0.001741,9.982449,4.990417,4.992032,800.0,800.0,796370.0,760140.0,159.981201,79.940575,79.940575,0,0,0,0,0,1,0
80.0,799.0,747957.0,344.0,10.002845,4.993754,0.002917,9.987509,4.990454,4.997054,799.0,0.0,747957.0,0.0,79.777306,79.777306,0.0,0,0,0,0,1,0,0
80.0,4523.0,4398777.0,205.0,29.252321,4.865273,0.286159,29.191635,4.225431,4.997507,2262.0,2261.0,2147328.0,2251449.0,154.586029,77.293015,77.258827,0,0,0,0,0,1,0
80.0,3394.0,3309499.0,247.0,21.329844,4.25565,1.479129,21.278248,1.297393,4.999275,1698.0,1696.0,1706925.0,1602574.0,159.072891,79.559891,79.466125,0,0,0,0,1,0,0
80.0,5.0,300.0,152877.0,26.079285,1.217173,2.108206,4.868692,0.0,4.868692,5.0,0.0,300.0,0.0,0.153378,0.153378,0.0,0,0,0,0,0,1,1
5353.0,1.0,60.0,10198.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
80.0,6.0,360.0,257791.0,28.537836,1.790188,1.796057,7.160752,0.0,3.785543,6.0,0.0,360.0,0.0,0.175206,0.175206,0.0,0,0,0,0,0,1,1
0.0,2.0,120.0,262163.0,0.007578,0.007578,0.0,0.007578,0.007578,0.007578,1.0,1.0,60.0,60.0,131.960938,0.0,0.0,1,0,0,0,0,0,0
138.0,1.0,250.0,239902.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,250.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
80.0,4.0,616.0,80642.0,44.262486,1.094488,1.547839,3.283463,0.0,3.283463,4.0,0.0,616.0,0.0,0.067777,0.067777,0.0,0,0,0,0,1,0,1
565.0,2032.0,121920.0,373.0,49.378292,4.909158,0.207156,49.091583,4.289022,4.994628,2032.0,0.0,121920.0,0.0,41.131435,41.131435,0.0,0,0,0,0,0,1,0
8883.0,24.0,8483.0,57164.0,21.163385,3.049065,2.076017,15.245325,0.007141,4.999329,12.0,12.0,7691.0,792.0,1.086783,0.519766,0.519766,0,0,0,0,1,0,0
8883.0,38.0,12436.0,21206.0,30.846956,0.401541,0.383025,2.810785,0.006078,0.841847,19.0,19.0,11182.0,1254.0,1.19947,0.583641,0.583526,0,0,0,0,1,0,0
0.0,4.0,240.0,1604.0,1197.001221,1.3e-05,3e-06,2.5e-05,9e-06,1.6e-05,2.0,2.0,120.0,120.0,0.002506,0.000835,0.000835,1,0,0,0,0,0,0
443.0,3.0,290.0,262162.0,0.01496,0.01496,0.0,0.01496,0.01496,0.01496,2.0,1.0,178.0,112.0,133.689835,66.844917,0.0,0,0,0,0,1,0,0
8080.0,3577.0,3486930.0,448.0,22.397127,4.470054,1.051289,22.350269,2.367478,4.998228,1788.0,1789.0,1687621.0,1799309.0,159.66333,79.787018,79.831665,0,0,0,0,1,0,0
80.0,4.0,522.0,90303.0,40.205582,0.017191,0.024312,0.051574,0.0,0.051574,3.0,1.0,462.0,60.0,0.074617,0.049808,0.0,0,0,0,0,1,0,1
80.0,5.0,300.0,505949.0,14.258927,2.545645,1.855797,7.636935,0.0,4.371405,5.0,0.0,300.0,0.0,0.280526,0.280526,0.0,0,0,0,0,0,1,1
388.0,2.0,120.0,1444.0,0.000641,0.000641,0.0,0.000641,0.000641,0.000641,1.0,1.0,60.0,60.0,1560.062378,0.0,0.0,0,0,0,0,1,0,1
565.0,1633.0,97980.0,807.0,38.30854,4.767551,0.563783,38.140408,3.275939,4.983966,1633.0,0.0,97980.0,0.0,42.601467,42.601467,0.0,0,0,0,0,0,1,0
80.0,6.0,360.0,215440.0,96.134392,0.0,0.0,0.0,0.0,0.0,6.0,0.0,360.0,0.0,0.052011,0.052011,0.0,0,0,0,0,0,1,1
80.0,4.0,522.0,186636.0,38.598663,0.01537,0.021737,0.046111,0.0,0.046111,3.0,1.0,462.0,60.0,0.077723,0.051815,0.0,0,0,0,0,1,0,1
53.0,2.0,1209.0,2428.0,0.01549,0.01549,0.0,0.01549,0.01549,0.01549,1.0,1.0,70.0,1139.0,64.557777,0.0,0.0,0,0,0,0,0,1,0
486.0,4.0,240.0,5901.0,0.005221,0.005221,0.0,0.005221,0.005221,0.005221,2.0,2.0,120.0,120.0,574.6026,191.534195,191.534195,0,0,0,0,1,0,1
53.0,2.0,486.0,5670.0,0.344984,0.344984,0.0,0.344984,0.344984,0.344984,1.0,1.0,94.0,392.0,2.898685,0.0,0.0,0,0,0,0,0,1,0
80.0,5.0,770.0,121938.0,46.312603,0.0,0.0,0.0,0.0,0.0,5.0,0.0,770.0,0.0,0.08637,0.08637,0.0,0,0,0,0,1,0,1
123.0,2.0,180.0,11631.0,0.016628,0.016628,0.0,0.016628,0.016628,0.016628,1.0,1.0,90.0,90.0,60.139519,0.0,0.0,0,0,0,0,0,1,0
80.0,3.0,462.0,63480.0,19.04603,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.105009,0.105009,0.0,0,0,0,0,1,0,1
138.0,1.0,250.0,262159.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,250.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
53.0,2.0,233.0,22201.0,0.00019,0.00019,0.0,0.00019,0.00019,0.00019,1.0,1.0,79.0,154.0,5263.157715,0.0,0.0,0,0,0,0,0,1,0
80.0,6.0,548.0,104895.0,26.715099,0.152442,0.01782,0.304883,0.134621,0.170262,4.0,2.0,428.0,120.0,0.18716,0.112296,0.037432,0,0,0,0,1,0,1
80.0,4601.0,4307845.0,484.0,57.597282,4.784194,0.685016,57.410332,2.512369,4.998718,4601.0,0.0,4307845.0,0.0,79.864876,79.864876,0.0,0,0,0,0,1,0,0
565.0,430.0,25800.0,1554.0,9.990799,4.982995,0.000609,9.965989,4.982385,4.983604,430.0,0.0,25800.0,0.0,42.93951,42.93951,0.0,0,0,0,0,0,1,0
80.0,1200.0,1150929.0,324.0,15.0013,4.982439,0.009465,14.947317,4.975452,4.99582,1200.0,0.0,1150929.0,0.0,79.926407,79.926407,0.0,0,0,0,0,0,1,0
80.0,1062.0,314352.0,6551.0,41.99371,4.340348,1.304891,39.063129,0.925814,4.968161,1062.0,0.0,314352.0,0.0,25.265688,25.265688,0.0,0,0,0,0,1,0,0
3456.0,9489.0,9231760.0,5.0,60.555988,4.640762,1.21822,60.32991,0.420765,4.999921,4745.0,4744.0,4725716.0,4506044.0,156.681442,78.340721,78.324211,0,0,0,0,0,1,0
53.0,2.0,408.0,5624.0,0.217491,0.217491,0.0,0.217491,0.217491,0.217491,1.0,1.0,95.0,313.0,4.597891,0.0,0.0,0,0,0,0,0,1,0
53.0,2.0,1401.0,5986.0,0.014885,0.014885,0.0,0.014885,0.014885,0.014885,1.0,1.0,70.0,1331.0,67.181725,0.0,0.0,0,0,0,0,0,1,0
80.0,871.0,257816.0,3612.0,33.519058,4.757009,0.518594,33.299061,3.486726,4.972973,871.0,0.0,257816.0,0.0,25.955383,25.955383,0.0,0,0,0,0,1,0,0
8080.0,60906.0,60585220.0,1.0,1450.436523,4.955107,0.008328,1436.981079,4.906783,4.999999,30453.0,30453.0,30052442.0,30532778.0,41.990807,20.995058,20.995058,0,0,0,0,1,0,0
80.0,5.0,770.0,83816.0,22.42979,0.947865,1.641751,3.791462,0.0,3.791462,5.0,0.0,770.0,0.0,0.178334,0.178334,0.0,0,0,0,0,1,0,1
0.0,2.0,102.0,739.0,0.000232,0.000232,0.0,0.000232,0.000232,0.000232,1.0,1.0,42.0,60.0,4310.344727,0.0,0.0,1,0,0,0,0,0,0
80.0,2.0,308.0,223090.0,21.00416,0.0,0.0,0.0,0.0,0.0,2.0,0.0,308.0,0.0,0.04761,0.04761,0.0,0,0,0,0,1,0,1
80.0,3.0,462.0,134848.0,41.728062,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.047929,0.047929,0.0,0,0,0,0,1,0,1
80.0,4.0,616.0,88589.0,50.594036,0.0,0.0,0.0,0.0,0.0,4.0,0.0,616.0,0.0,0.059296,0.059296,0.0,0,0,0,0,1,0,1
80.0,5.0,770.0,115252.0,46.718491,0.0,0.0,0.0,0.0,0.0,5.0,0.0,770.0,0.0,0.085619,0.085619,0.0,0,0,0,0,1,0,1
80.0,1905.0,1829875.0,273.0,23.853714,4.760715,0.46961,23.803574,3.821501,4.997245,1905.0,0.0,1829875.0,0.0,79.819855,79.819855,0.0,0,0,0,0,0,1,0
53.0,2.0,486.0,3826.0,0.009895,0.009895,0.0,0.009895,0.009895,0.009895,1.0,1.0,94.0,392.0,101.061142,0.0,0.0,0,0,0,0,0,1,0
80.0,4.0,522.0,47657.0,38.439537,0.01519,0.021482,0.04557,0.0,0.04557,3.0,1.0,462.0,60.0,0.078045,0.052092,0.0,0,0,0,0,1,0,1
80.0,6.0,548.0,243287.0,26.563778,0.158983,0.002087,0.317965,0.156896,0.161069,4.0,2.0,428.0,120.0,0.188226,0.112936,0.037645,0,0,0,0,1,0,1
9111.0,2.0,120.0,12390.0,0.000709,0.000709,0.0,0.000709,0.000709,0.000709,1.0,1.0,60.0,60.0,1410.437256,0.0,0.0,0,0,0,0,1,0,1
80.0,3.0,368.0,90828.0,19.62451,0.021816,0.021816,0.043633,0.0,0.043633,2.0,1.0,308.0,60.0,0.101913,0.050957,0.0,0,0,0,0,1,0,1
80.0,4.0,522.0,229230.0,39.385384,0.015443,0.02184,0.046329,0.0,0.046329,3.0,1.0,462.0,60.0,0.07617,0.05084,0.0,0,0,0,0,1,0,1
80.0,4.0,522.0,119909.0,39.270412,0.015471,0.02188,0.046414,0.0,0.046414,3.0,1.0,462.0,60.0,0.076393,0.050929,0.0,0,0,0,0,1,0,1
53.0,2.0,176.0,20421.0,5.048093,0.0,0.0,0.0,0.0,0.0,2.0,0.0,176.0,0.0,0.198095,0.198095,0.0,0,0,0,0,0,1,0
80.0,9.0,822.0,28507.0,52.19022,0.118733,0.011238,0.3562,0.105304,0.132808,6.0,3.0,642.0,180.0,0.153285,0.095803,0.038419,0,0,0,0,1,0,1
80.0,3.0,368.0,238422.0,19.58429,0.032228,0.032228,0.064456,0.0,0.064456,2.0,1.0,308.0,60.0,0.102123,0.05123,0.0,0,0,0,0,1,0,1
0.0,2.0,102.0,256036.0,2.2e-05,2.2e-05,0.0,2.2e-05,2.2e-05,2.2e-05,1.0,1.0,60.0,42.0,45454.54688,0.0,0.0,1,0,0,0,0,0,0
80.0,4.0,522.0,197598.0,38.996586,0.017176,0.024291,0.051529,0.0,0.051529,3.0,1.0,462.0,60.0,0.07693,0.051287,0.0,0,0,0,0,1,0,1
80.0,961.0,284456.0,1159.0,37.427467,4.646516,0.860315,37.172127,2.370494,4.997901,961.0,0.0,284456.0,0.0,25.649612,25.649612,0.0,0,0,0,0,1,0,0
80.0,2.0,120.0,147222.0,5.563718,0.0,0.0,0.0,0.0,0.0,2.0,0.0,120.0,0.0,0.179736,0.179736,0.0,0,0,0,0,0,1,1
80.0,4.0,616.0,112082.0,8.243822,2.656659,0.293371,5.313317,2.363286,2.950031,4.0,0.0,616.0,0.0,0.363909,0.363909,0.0,0,0,0,0,1,0,1
53.0,2.0,366.0,53411.0,0.235874,0.235874,0.0,0.235874,0.235874,0.235874,1.0,1.0,98.0,268.0,4.239552,0.0,0.0,0,0,0,0,0,1,0
80.0,2972.0,2850923.0,1393.0,37.961666,4.734323,0.683169,37.87458,2.92684,4.999567,2972.0,0.0,2850923.0,0.0,78.263161,78.263161,0.0,0,0,0,0,0,1,0
80.0,7.0,420.0,23540.0,23.899672,2.695253,1.560441,10.781013,0.0,3.783081,7.0,0.0,420.0,0.0,0.251049,0.251049,0.0,0,0,0,0,0,1,1
53.0,2.0,474.0,256074.0,0.012635,0.012635,0.0,0.012635,0.012635,0.012635,1.0,1.0,94.0,380.0,79.145233,0.0,0.0,0,0,0,0,0,1,0
80.0,4.0,522.0,212600.0,38.910843,0.015275,0.021602,0.045825,0.0,0.045825,3.0,1.0,462.0,60.0,0.077099,0.0514,0.0,0,0,0,0,1,0,1
8883.0,32.0,12350.0,84818.0,30.018381,2.98948,1.793696,20.926363,0.005636,4.997812,16.0,16.0,11294.0,1056.0,1.032701,0.499694,0.499694,0,0,0,0,1,0,0
80.0,6.0,548.0,159908.0,27.449911,0.137197,0.008087,0.274394,0.12911,0.145284,4.0,2.0,428.0,120.0,0.18215,0.10929,0.036602,0,0,0,0,1,0,1
80.0,3.0,462.0,217059.0,41.101788,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.04866,0.04866,0.0,0,0,0,0,1,0,1
80.0,829.0,245384.0,3342.0,30.701315,4.353696,1.518491,30.475874,0.634268,4.999641,829.0,0.0,245384.0,0.0,26.969528,26.969528,0.0,0,0,0,0,1,0,0
16200.0,2.0,120.0,40679.0,0.003253,0.003253,0.0,0.003253,0.003253,0.003253,1.0,1.0,60.0,60.0,307.408539,0.0,0.0,0,0,0,0,1,0,1
80.0,11.0,660.0,78211.0,42.715256,0.979279,1.264261,7.834233,0.0,2.625151,11.0,0.0,660.0,0.0,0.234108,0.234108,0.0,0,0,0,0,0,1,1
8883.0,10.0,3663.0,6537.0,7.231364,1.118983,0.339738,2.237965,0.779244,1.458721,5.0,5.0,3333.0,330.0,1.244578,0.553146,0.553146,0,0,0,0,1,0,0
80.0,6003.0,5837516.0,640.0,39.924129,4.72001,0.570405,37.760082,3.263259,4.995373,3002.0,3001.0,2851429.0,2986087.0,150.335144,75.167572,75.142525,0,0,0,0,0,1,0
80.0,4.0,616.0,100950.0,22.387266,1.386094,1.960233,4.158282,0.0,4.158282,4.0,0.0,616.0,0.0,0.134005,0.134005,0.0,0,0,0,0,1,0,1
0.0,1050.0,746404.0,6008.0,22.00596,4.381127,1.202287,21.905636,1.976571,4.98821,1050.0,0.0,746404.0,0.0,47.668903,47.668903,0.0,0,0,0,0,1,0,0
53.0,2.0,366.0,6741.0,0.27849,0.27849,0.0,0.27849,0.27849,0.27849,1.0,1.0,98.0,268.0,3.590793,0.0,0.0,0,0,0,0,0,1,0
80.0,4.0,522.0,175207.0,40.004856,0.015497,0.021916,0.046491,0.0,0.046491,3.0,1.0,462.0,60.0,0.074991,0.049994,0.0,0,0,0,0,1,0,1
8080.0,3892.0,3791610.0,1116.0,24.358715,4.862102,0.267274,24.310509,4.327582,4.998245,1946.0,1946.0,1834212.0,1957398.0,159.737488,79.848221,79.848221,0,0,0,0,1,0,0
3456.0,2883.0,2805414.0,172.0,20.001442,4.994356,0.003775,19.977423,4.990209,4.999989,1441.0,1442.0,1435563.0,1369851.0,144.089615,71.994812,72.044807,0,0,0,0,0,1,0
80.0,14.0,840.0,12530.0,16.028482,4.531112,0.506368,13.593335,3.816347,4.92654,14.0,0.0,840.0,0.0,0.811056,0.811056,0.0,0,0,0,0,0,1,1
80.0,4.0,522.0,210374.0,38.783672,0.013475,0.019057,0.040426,0.0,0.040426,3.0,1.0,462.0,60.0,0.077352,0.051622,0.0,0,0,0,0,1,0,1
138.0,1.0,243.0,78619.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,243.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
80.0,8.0,1232.0,53365.0,52.624821,0.319106,0.781646,2.23374,0.0,2.23374,8.0,0.0,1232.0,0.0,0.133017,0.133017,0.0,0,0,0,0,1,0,1
80.0,6.0,548.0,206097.0,25.594095,0.111405,0.002884,0.222809,0.10852,0.114289,4.0,2.0,428.0,120.0,0.195358,0.117215,0.039072,0,0,0,0,1,0,1
80.0,8920.0,8678447.0,201.0,55.776257,4.630864,1.191596,55.57037,0.67888,4.999712,4460.0,4460.0,4238009.0,4440438.0,159.906754,79.944412,79.944412,0,0,0,0,0,1,0
80.0,1.0,154.0,174563.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,154.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
8883.0,26.0,10127.0,134647.0,25.028711,2.857753,2.040247,17.146519,0.008167,4.698433,13.0,13.0,9269.0,858.0,0.998853,0.479606,0.479449,0,0,0,0,1,0,0
53.0,2.0,172.0,276546.0,0.006932,0.006932,0.0,0.006932,0.006932,0.006932,1.0,1.0,86.0,86.0,144.258514,0.0,0.0,0,0,0,0,0,1,0
0.0,4.0,240.0,37.0,1053.180908,7.4e-05,1.9e-05,0.000149,5.6e-05,9.3e-05,2.0,2.0,120.0,120.0,0.002849,0.00095,0.00095,1,0,0,0,0,0,0
80.0,3.0,462.0,100774.0,39.425701,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.050728,0.050728,0.0,0,0,0,0,1,0,1
80.0,4.0,522.0,93949.0,40.252609,0.016521,0.023365,0.049564,0.0,0.049564,3.0,1.0,462.0,60.0,0.074529,0.049686,0.0,0,0,0,0,1,0,1
53.0,2.0,172.0,17425.0,2.499495,0.0,0.0,0.0,0.0,0.0,2.0,0.0,172.0,0.0,0.400081,0.400081,0.0,0,0,0,0,0,1,0
53.0,2.0,176.0,12281.0,5.040226,0.0,0.0,0.0,0.0,0.0,2.0,0.0,176.0,0.0,0.198404,0.198404,0.0,0,0,0,0,0,1,0
80.0,1.0,60.0,123056.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
0.0,6.0,360.0,3060.0,804.353699,9.3e-05,2.2e-05,0.000278,6.8e-05,0.000122,3.0,3.0,180.0,180.0,0.006216,0.002486,0.002486,1,0,0,0,0,0,0
80.0,22.0,1320.0,33215.0,29.952703,3.652242,0.999995,21.91345,1.814276,4.660318,22.0,0.0,1320.0,0.0,0.701105,0.701105,0.0,0,0,0,0,0,1,1
80.0,6.0,548.0,150350.0,27.233116,0.121146,0.006784,0.242292,0.114362,0.12793,4.0,2.0,428.0,120.0,0.1836,0.11016,0.03672,0,0,0,0,1,0,1
8883.0,10.0,3660.0,196291.0,6.096555,1.094864,0.000152,2.189729,1.094712,1.095017,5.0,5.0,3330.0,330.0,1.476243,0.656108,0.656108,0,0,0,0,1,0,0
53.0,2.0,397.0,79.0,0.008096,0.008096,0.0,0.008096,0.008096,0.008096,1.0,1.0,87.0,310.0,123.517784,0.0,0.0,0,0,0,0,0,1,0
8883.0,30.0,13423.0,55346.0,35.022293,1.473299,2.043825,11.786388,0.0,4.999999,15.0,15.0,12433.0,990.0,0.828044,0.399816,0.399745,0,0,0,0,1,0,0
80.0,3.0,462.0,17753.0,39.808933,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.05024,0.05024,0.0,0,0,0,0,1,0,1
80.0,270.0,79920.0,343.0,9.976395,4.967969,0.003971,9.935938,4.963998,4.97194,270.0,0.0,79920.0,0.0,26.963648,26.963648,0.0,0,0,0,0,1,0,0
80.0,3.0,462.0,59688.0,18.569973,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.107701,0.107701,0.0,0,0,0,0,1,0,1
80.0,2.0,308.0,12677.0,24.526728,0.0,0.0,0.0,0.0,0.0,2.0,0.0,308.0,0.0,0.040772,0.040772,0.0,0,0,0,0,1,0,1
3456.0,2384.0,2320460.0,248.0,14.996959,4.990891,0.002853,14.972674,4.986929,4.993531,1192.0,1192.0,1187369.0,1133091.0,158.89888,79.4161,79.4161,0,0,0,0,0,1,0
8883.0,34.0,13367.0,186896.0,37.088306,3.375127,2.115287,27.001019,0.01155,4.99949,17.0,17.0,12245.0,1122.0,0.889768,0.45686,0.431403,0,0,0,0,1,0,0
565.0,1219.0,73140.0,637.0,28.39263,4.711613,0.606284,28.269676,3.355927,4.984128,1219.0,0.0,73140.0,0.0,42.898457,42.898457,0.0,0,0,0,0,0,1,0
80.0,4.0,522.0,13432.0,39.75042,0.032225,0.045573,0.096674,0.0,0.096674,3.0,1.0,462.0,60.0,0.075471,0.050314,0.0,0,0,0,0,1,0,1
565.0,1044.0,62640.0,1119.0,24.357929,4.85147,0.26821,24.257347,4.315091,4.991288,1044.0,0.0,62640.0,0.0,42.819733,42.819733,0.0,0,0,0,0,0,1,0
80.0,6.0,924.0,83241.0,51.290169,0.0,0.0,0.0,0.0,0.0,6.0,0.0,924.0,0.0,0.097485,0.097485,0.0,0,0,0,0,1,0,1
80.0,7.0,890.0,151568.0,46.64138,1.894894,1.953275,7.579577,0.0,4.460098,5.0,2.0,770.0,120.0,0.128641,0.085761,0.0256,0,0,0,0,1,0,1
80.0,9732.0,9485062.0,239.0,60.854874,4.665378,1.133733,60.64991,0.738132,4.999999,4866.0,4866.0,4893791.0,4591271.0,159.905029,79.944298,79.944298,0,0,0,0,1,0,0
80.0,7.0,420.0,260839.0,12.24647,2.726468,1.927908,8.179403,0.0,4.094207,7.0,0.0,420.0,0.0,0.489937,0.489937,0.0,0,0,0,0,0,1,1
80.0,4.0,616.0,89334.0,50.5965,0.0,0.0,0.0,0.0,0.0,4.0,0.0,616.0,0.0,0.059293,0.059293,0.0,0,0,0,0,1,0,1
80.0,2.0,308.0,179313.0,3.869254,3.869254,0.0,3.869254,3.869254,3.869254,2.0,0.0,308.0,0.0,0.258448,0.258448,0.0,0,0,0,0,1,0,1
53.0,2.0,172.0,4285.0,2.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,172.0,0.0,0.4,0.4,0.0,0,0,0,0,0,1,0
80.0,5.0,770.0,106803.0,47.403069,0.0,0.0,0.0,0.0,0.0,5.0,0.0,770.0,0.0,0.084383,0.084383,0.0,0,0,0,0,1,0,1
1110.0,2.0,120.0,12094.0,6.2e-05,6.2e-05,0.0,6.2e-05,6.2e-05,6.2e-05,1.0,1.0,60.0,60.0,16129.03223,0.0,0.0,0,0,0,0,1,0,1
80.0,6.0,924.0,19904.0,35.443211,0.0,0.0,0.0,0.0,0.0,6.0,0.0,924.0,0.0,0.141071,0.141071,0.0,0,0,0,0,1,0,1
8883.0,6.0,1902.0,206354.0,0.436784,0.436784,0.0,0.436784,0.436784,0.436784,3.0,3.0,1704.0,198.0,11.447306,4.578922,4.578922,0,0,0,0,1,0,0
80.0,8.0,856.0,38157.0,20.592117,1.261214,2.102371,5.044858,0.0,4.901211,6.0,2.0,736.0,120.0,0.339936,0.242811,0.063731,0,0,0,0,1,0,1
